,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
3092,66,retired,married,secondary,no,203,no,no,18,jan,353,1,195,success,yes
3093,61,retired,married,secondary,no,86,no,no,25,jan,639,1,94,success,yes
3094,27,admin.,married,tertiary,no,2855,no,no,25,jan,240,1,301,failure,yes
3095,63,retired,married,secondary,no,474,no,no,25,jan,423,1,-1,unknown,yes
3096,36,management,married,tertiary,no,203,no,no,25,jan,255,1,88,success,yes
3100,30,admin.,single,secondary,no,255,no,no,27,jan,143,1,-1,unknown,yes
3103,48,admin.,divorced,secondary,no,1180,no,no,27,jan,142,1,238,unknown,yes
3104,52,services,married,secondary,no,992,yes,no,27,jan,342,1,92,success,yes
3105,38,housemaid,divorced,secondary,no,70,no,no,27,jan,164,4,92,success,yes
3108,39,admin.,married,secondary,no,0,no,no,27,jan,366,1,436,failure,yes
3109,44,technician,married,secondary,no,2776,yes,no,27,jan,701,1,-1,unknown,yes
3110,73,retired,married,primary,no,279,no,no,28,jan,399,3,-1,unknown,yes
3111,36,student,single,tertiary,no,129,no,no,28,jan,918,1,93,success,yes
3112,48,management,married,tertiary,no,157,no,no,28,jan,417,4,-1,unknown,yes
3113,52,services,married,secondary,no,659,no,no,28,jan,390,4,93,success,yes
3114,30,blue-collar,married,secondary,no,2493,no,no,28,jan,293,2,-1,unknown,yes
3115,36,management,married,tertiary,no,3949,no,no,28,jan,130,2,-1,unknown,yes
3117,33,technician,married,tertiary,no,1699,no,no,28,jan,202,1,83,success,yes
3118,56,technician,married,tertiary,no,1181,no,no,28,jan,186,1,433,failure,yes
3119,54,admin.,married,secondary,no,0,no,no,28,jan,161,1,98,failure,yes
3120,34,admin.,married,tertiary,no,0,no,no,28,jan,155,2,-1,unknown,yes
3121,66,retired,married,tertiary,no,1948,no,no,28,jan,216,1,91,success,yes
3122,52,blue-collar,married,primary,no,306,no,no,28,jan,223,1,-1,unknown,yes
3124,28,admin.,single,secondary,no,261,yes,yes,29,jan,254,3,142,success,yes
3125,56,retired,divorced,primary,no,694,no,no,29,jan,144,1,102,unknown,yes
3126,36,technician,married,tertiary,no,202,no,no,29,jan,313,1,120,failure,yes
3129,33,entrepreneur,single,secondary,no,278,no,no,1,feb,563,5,-1,unknown,yes
3131,66,retired,married,primary,no,3629,no,no,2,feb,474,1,172,unknown,yes
3132,45,management,married,tertiary,no,547,no,no,2,feb,577,1,-1,unknown,yes
3134,56,services,married,secondary,no,1989,no,no,3,feb,336,2,281,failure,yes
3137,33,technician,married,secondary,no,303,yes,no,3,feb,355,1,301,success,yes
3138,72,retired,married,primary,no,2600,no,no,3,feb,443,2,82,success,yes
3139,44,technician,married,tertiary,no,1818,yes,yes,3,feb,508,1,92,failure,yes
3140,37,admin.,single,secondary,no,728,no,no,3,feb,129,1,174,unknown,yes
3141,52,blue-collar,married,secondary,no,955,no,yes,3,feb,153,1,48,success,yes
3142,37,technician,single,secondary,no,265,yes,yes,3,feb,140,1,366,failure,yes
3143,34,management,married,tertiary,no,123,no,no,3,feb,301,3,-1,unknown,yes
3145,45,admin.,married,secondary,no,205,no,no,3,feb,373,1,92,success,yes
3146,68,retired,married,tertiary,no,2812,no,no,3,feb,279,2,181,failure,yes
3148,39,services,married,secondary,no,2758,no,no,4,feb,658,3,-1,unknown,yes
3149,55,management,divorced,tertiary,no,2037,no,no,4,feb,305,2,94,success,yes
3150,32,student,single,tertiary,no,0,no,no,4,feb,233,3,276,failure,yes
3152,35,admin.,divorced,secondary,no,1085,no,no,4,feb,195,6,97,unknown,yes
3153,55,admin.,married,secondary,no,602,no,no,4,feb,390,2,150,success,yes
3154,41,technician,single,tertiary,no,1646,yes,no,4,feb,261,1,184,success,yes
3155,35,unemployed,single,tertiary,no,415,no,no,4,feb,649,1,176,failure,yes
3157,38,technician,married,secondary,no,318,no,no,4,feb,383,1,181,failure,yes
3158,48,blue-collar,married,secondary,no,1730,yes,no,4,feb,489,1,178,failure,yes
3160,36,admin.,single,tertiary,no,994,no,no,5,feb,195,1,176,failure,yes
3161,29,housemaid,single,tertiary,no,19,no,no,5,feb,110,2,64,success,yes
3162,58,unemployed,married,secondary,no,1625,no,no,5,feb,286,2,-1,unknown,yes
3163,46,blue-collar,married,secondary,no,1144,yes,no,8,feb,376,2,129,unknown,yes
3164,23,admin.,single,tertiary,no,897,yes,no,8,feb,190,2,280,failure,yes
3165,67,retired,divorced,secondary,no,704,no,no,8,feb,186,2,97,success,yes
3167,22,student,single,secondary,no,216,no,no,8,feb,363,1,187,success,yes
3168,45,admin.,married,secondary,no,1206,no,no,8,feb,309,1,446,failure,yes
3169,40,management,married,tertiary,no,1855,no,no,8,feb,78,6,-1,unknown,yes
3170,35,management,married,tertiary,no,62,no,no,8,feb,469,2,185,failure,yes
3171,33,student,married,secondary,no,1536,no,no,9,feb,359,1,92,success,yes
3172,60,technician,married,secondary,no,824,yes,no,9,feb,127,1,558,unknown,yes
3173,24,student,single,tertiary,no,235,no,no,9,feb,98,1,92,success,yes
3175,65,entrepreneur,married,tertiary,no,2331,no,no,9,feb,290,1,92,success,yes
3176,27,management,single,tertiary,no,390,no,no,9,feb,120,2,104,failure,yes
3177,35,admin.,single,secondary,no,-32,no,yes,9,feb,63,4,182,failure,yes
3178,39,blue-collar,single,tertiary,no,172,yes,no,9,feb,125,2,183,failure,yes
3180,23,student,single,secondary,no,480,no,no,9,feb,742,2,182,failure,yes
3181,34,admin.,married,secondary,no,2374,yes,no,9,feb,243,2,92,success,yes
3182,36,management,single,tertiary,no,479,no,no,9,feb,629,2,-1,unknown,yes
3183,52,unemployed,married,secondary,no,94,no,no,10,feb,153,1,92,success,yes
3185,61,retired,married,tertiary,no,2557,yes,no,10,feb,158,2,92,success,yes
3186,58,technician,married,secondary,no,589,yes,no,10,feb,511,3,183,success,yes
3187,48,unemployed,divorced,secondary,no,201,no,no,10,feb,406,2,92,success,yes
3188,34,management,divorced,tertiary,no,2885,no,no,10,feb,314,2,156,unknown,yes
3189,58,management,married,secondary,no,2155,no,yes,10,feb,135,2,92,success,yes
3190,39,technician,divorced,secondary,no,902,yes,no,10,feb,691,2,180,failure,yes
3191,44,management,married,tertiary,no,1791,no,no,11,feb,71,1,190,success,yes
3198,28,blue-collar,married,secondary,no,61,yes,no,11,feb,253,1,174,success,yes
3199,35,management,married,tertiary,no,0,yes,no,11,feb,391,2,92,success,yes
3200,59,technician,married,secondary,no,116,no,no,11,feb,268,1,183,success,yes
3201,42,blue-collar,married,secondary,no,413,yes,no,11,feb,456,2,184,success,yes
3202,35,self-employed,single,tertiary,no,353,no,no,11,feb,352,1,183,success,yes
3203,71,retired,married,secondary,no,1712,no,no,11,feb,660,1,-1,unknown,yes
3204,60,retired,married,secondary,no,523,no,no,11,feb,467,1,182,success,yes
3205,34,blue-collar,married,secondary,no,1454,yes,no,11,feb,231,2,297,failure,yes
3208,64,retired,married,tertiary,no,846,no,no,11,feb,671,1,181,failure,yes
3209,36,technician,married,tertiary,no,341,no,no,12,feb,419,2,183,success,yes
3210,29,technician,single,secondary,no,113,no,no,12,feb,328,2,183,success,yes
3212,26,unemployed,single,secondary,no,632,no,no,12,feb,218,1,-1,unknown,yes
3214,47,blue-collar,married,secondary,no,3715,no,no,12,feb,171,2,182,unknown,yes
3216,32,technician,married,secondary,no,3271,no,no,12,feb,375,1,374,unknown,yes
3217,21,student,single,secondary,no,123,no,no,12,feb,379,5,93,success,yes
3219,29,management,single,tertiary,no,1026,no,no,12,feb,138,2,92,success,yes
3220,32,management,married,tertiary,no,905,no,no,12,feb,666,4,-1,unknown,yes
3222,48,unemployed,married,secondary,no,926,no,no,15,feb,382,4,185,success,yes
3223,46,management,married,tertiary,no,349,no,no,15,feb,295,2,616,failure,yes
3224,32,technician,married,secondary,no,484,yes,no,15,feb,83,6,187,success,yes
3225,49,services,married,primary,no,1830,yes,no,15,feb,136,1,-1,unknown,yes
3226,37,management,married,tertiary,no,2987,yes,no,15,feb,93,1,91,failure,yes
3227,37,technician,single,tertiary,no,197,no,no,15,feb,531,1,91,success,yes
3228,23,student,single,secondary,no,431,no,no,15,feb,201,3,186,success,yes
3229,58,admin.,married,secondary,no,169,no,no,15,feb,216,1,91,success,yes
3230,45,management,married,tertiary,no,226,yes,no,15,feb,91,4,185,success,yes
3231,30,unemployed,single,secondary,no,2424,no,no,15,feb,337,1,95,success,yes
3232,23,student,single,secondary,no,1234,no,no,15,feb,379,1,91,success,yes
3233,34,management,married,tertiary,no,271,yes,no,15,feb,308,1,94,success,yes
3234,27,management,single,tertiary,no,-69,yes,no,15,feb,205,3,-1,unknown,yes
3235,28,student,single,tertiary,no,1562,no,no,15,feb,659,4,-1,unknown,yes
3237,27,blue-collar,single,secondary,no,535,no,no,15,feb,171,1,91,success,yes
3238,34,management,single,tertiary,no,2159,no,no,18,feb,386,1,-1,unknown,yes
3239,52,technician,married,secondary,no,195,yes,no,18,feb,220,1,63,failure,yes
3240,28,technician,single,secondary,no,154,yes,no,18,feb,416,2,-1,unknown,yes
3241,35,management,single,tertiary,no,681,no,no,18,feb,737,1,561,success,yes
3242,66,retired,married,secondary,no,2326,no,yes,18,feb,232,1,181,success,yes
3243,52,services,married,secondary,no,961,no,yes,18,feb,222,1,553,failure,yes
3244,26,admin.,single,tertiary,no,2532,yes,yes,18,feb,269,1,-1,unknown,yes
3245,38,management,single,tertiary,no,455,yes,no,19,feb,255,2,555,success,yes
3246,59,self-employed,married,tertiary,no,2013,no,no,19,feb,222,4,94,success,yes
3247,47,blue-collar,married,secondary,no,1568,yes,no,19,feb,388,1,262,success,yes
3250,60,retired,divorced,secondary,no,1,no,no,19,feb,302,1,184,success,yes
3251,53,management,married,tertiary,no,597,no,no,22,feb,392,1,-1,unknown,yes
3252,39,management,single,tertiary,no,763,no,no,22,feb,543,1,189,failure,yes
3254,35,management,married,tertiary,no,1380,no,no,23,feb,155,1,-1,unknown,yes
3256,47,admin.,married,secondary,no,368,no,no,23,feb,269,1,187,success,yes
3257,72,retired,divorced,tertiary,no,438,no,no,23,feb,279,1,-1,unknown,yes
3258,45,management,single,tertiary,no,483,no,no,23,feb,95,2,265,unknown,yes
3260,29,self-employed,single,tertiary,no,805,no,no,23,feb,132,1,103,failure,yes
3261,40,management,single,tertiary,no,0,yes,no,23,feb,228,2,182,failure,yes
3262,32,management,married,tertiary,no,302,yes,yes,23,feb,61,1,384,failure,yes
3263,20,student,single,secondary,no,215,no,no,24,feb,175,1,92,success,yes
3265,60,admin.,married,secondary,no,106,no,no,24,feb,137,1,187,success,yes
3266,70,retired,married,primary,no,2346,no,no,24,feb,694,1,184,failure,yes
3270,27,services,single,secondary,no,195,yes,no,25,feb,416,3,-1,unknown,yes
3271,63,technician,married,secondary,no,973,no,no,25,feb,318,1,388,success,yes
3273,22,student,single,secondary,no,948,no,no,25,feb,169,1,191,success,yes
3275,74,retired,married,primary,no,1413,no,no,25,feb,385,2,-1,unknown,yes
3276,52,technician,married,secondary,no,117,no,no,26,feb,959,3,186,success,yes
3277,71,retired,divorced,secondary,no,0,no,no,26,feb,771,1,171,success,yes
3278,33,management,married,tertiary,no,71,no,no,26,feb,335,3,102,failure,yes
3279,56,technician,married,secondary,no,1938,no,yes,26,feb,229,1,192,success,yes
3282,28,blue-collar,single,secondary,no,-46,yes,no,2,mar,525,1,89,failure,yes
3283,27,technician,single,tertiary,no,1075,no,no,2,mar,658,1,-1,unknown,yes
3284,38,services,single,secondary,no,91,no,no,2,mar,207,1,-1,unknown,yes
3285,28,technician,single,secondary,no,598,yes,no,2,mar,177,1,288,failure,yes
3286,37,management,single,tertiary,no,1027,yes,no,2,mar,313,1,152,success,yes
3287,47,technician,married,primary,no,235,no,no,2,mar,136,2,203,unknown,yes
3288,60,retired,divorced,tertiary,no,2,no,no,2,mar,228,4,390,unknown,yes
3290,27,student,single,tertiary,no,311,no,no,2,mar,187,3,322,unknown,yes
3291,25,student,single,secondary,no,154,no,no,3,mar,141,1,180,failure,yes
3294,29,technician,single,tertiary,no,2489,yes,no,3,mar,355,1,86,failure,yes
3295,63,retired,married,secondary,no,2896,no,no,4,mar,180,2,-1,unknown,yes
3296,32,management,single,tertiary,no,354,no,no,4,mar,177,2,133,unknown,yes
3297,32,management,married,tertiary,no,2667,yes,no,4,mar,251,1,181,failure,yes
3298,42,management,married,tertiary,no,144,no,no,4,mar,148,1,87,failure,yes
3299,26,admin.,single,tertiary,no,760,yes,no,4,mar,456,2,281,success,yes
3300,73,retired,single,secondary,no,1050,no,no,4,mar,562,3,181,failure,yes
3303,25,blue-collar,single,secondary,no,509,no,no,5,mar,418,1,-1,unknown,yes
3304,64,retired,married,tertiary,no,1644,no,no,5,mar,341,4,179,success,yes
3305,68,retired,married,primary,no,451,no,no,5,mar,373,1,-1,unknown,yes
3306,39,services,married,secondary,no,53,no,no,5,mar,257,1,394,failure,yes
3307,40,unemployed,single,secondary,no,334,no,no,5,mar,219,1,91,unknown,yes
3309,36,services,married,secondary,no,52,yes,no,5,mar,498,2,179,success,yes
3310,33,management,divorced,tertiary,no,2240,no,no,8,mar,264,2,278,success,yes
3312,31,technician,married,tertiary,no,1570,yes,no,8,mar,277,4,286,failure,yes
3313,64,unemployed,divorced,secondary,no,588,no,no,8,mar,409,1,-1,unknown,yes
3314,59,unemployed,married,secondary,no,957,no,no,8,mar,301,1,89,success,yes
3315,33,management,single,tertiary,no,224,no,no,8,mar,241,2,-1,unknown,yes
3316,35,management,married,tertiary,no,2161,no,no,9,mar,139,2,181,success,yes
3318,31,management,single,tertiary,no,147,no,no,9,mar,469,1,181,success,yes
3319,73,retired,married,primary,no,508,no,no,9,mar,176,1,-1,unknown,yes
3320,35,technician,married,secondary,no,294,yes,no,9,mar,301,1,90,success,yes
3321,28,management,single,tertiary,no,1825,no,no,9,mar,236,1,-1,unknown,yes
3322,34,management,married,tertiary,no,158,no,no,9,mar,212,3,181,success,yes
3323,33,management,married,tertiary,no,0,yes,no,9,mar,305,1,326,success,yes
3327,28,management,single,tertiary,no,187,no,no,9,mar,295,1,-1,unknown,yes
3328,51,blue-collar,married,primary,no,3764,no,no,9,mar,450,3,181,success,yes
3329,52,unemployed,married,secondary,no,1416,no,no,10,mar,436,2,182,success,yes
3330,61,retired,married,secondary,no,2801,yes,yes,10,mar,239,1,-1,unknown,yes
3331,39,management,married,tertiary,no,494,no,no,10,mar,106,2,478,failure,yes
3332,37,unemployed,married,secondary,no,1978,no,no,11,mar,335,1,-1,unknown,yes
3335,72,retired,married,secondary,no,951,no,yes,12,mar,229,3,339,failure,yes
3336,36,management,married,tertiary,no,495,no,no,12,mar,213,3,182,success,yes
3337,74,retired,married,tertiary,no,1843,no,no,15,mar,192,1,185,success,yes
3338,35,blue-collar,married,secondary,no,262,no,no,15,mar,427,1,181,success,yes
3341,38,housemaid,single,secondary,no,465,yes,no,16,mar,180,1,302,success,yes
3343,53,admin.,married,secondary,no,1796,no,no,16,mar,295,1,91,success,yes
3344,29,management,single,tertiary,no,874,yes,no,16,mar,231,1,181,success,yes
3345,64,retired,married,primary,no,2140,no,no,16,mar,881,3,155,failure,yes
3346,35,unemployed,single,secondary,no,295,no,no,17,mar,473,1,-1,unknown,yes
3347,35,admin.,married,secondary,no,304,no,no,18,mar,237,1,-1,unknown,yes
3348,46,management,divorced,tertiary,no,624,no,no,18,mar,420,1,276,unknown,yes
3349,25,blue-collar,single,secondary,no,303,no,no,18,mar,265,1,-1,unknown,yes
3350,46,management,married,tertiary,no,273,yes,no,18,mar,910,2,184,success,yes
3351,59,management,married,tertiary,no,3342,no,no,18,mar,467,2,188,unknown,yes
3352,35,technician,single,secondary,no,1227,no,no,18,mar,593,4,90,unknown,yes
3353,22,technician,single,secondary,no,283,yes,no,22,mar,254,2,-1,unknown,yes
3354,31,management,single,tertiary,no,3384,no,no,22,mar,247,3,187,success,yes
3355,43,management,divorced,tertiary,no,2367,no,no,22,mar,173,2,181,success,yes
3357,60,admin.,married,secondary,no,3735,no,no,22,mar,248,1,90,success,yes
3358,54,management,married,secondary,no,2693,no,no,22,mar,222,1,188,unknown,yes
3359,29,self-employed,single,tertiary,no,655,no,no,23,mar,273,1,-1,unknown,yes
3360,30,student,single,secondary,no,1681,no,no,23,mar,128,1,106,success,yes
3361,28,management,single,tertiary,no,866,no,no,23,mar,191,2,-1,unknown,yes
3362,43,services,married,secondary,no,774,no,no,25,mar,101,1,421,success,yes
3363,37,services,married,secondary,no,2678,no,no,25,mar,156,1,-1,unknown,yes
3364,62,management,married,tertiary,no,3371,no,no,25,mar,187,1,178,success,yes
3367,47,management,single,tertiary,no,334,yes,no,26,mar,360,1,326,failure,yes
3368,39,technician,single,tertiary,no,393,no,no,26,mar,281,1,-1,unknown,yes
3369,30,self-employed,single,tertiary,no,916,no,no,29,mar,92,2,90,success,yes
3370,28,admin.,single,tertiary,no,832,no,no,29,mar,433,3,342,failure,yes
3371,57,management,divorced,tertiary,no,3287,no,no,30,mar,277,2,337,success,yes
3372,23,services,single,secondary,no,488,no,no,30,mar,236,1,92,unknown,yes
3373,56,housemaid,single,tertiary,no,1947,no,no,30,mar,110,1,-1,unknown,yes
3374,44,admin.,divorced,tertiary,no,558,yes,no,31,mar,262,2,-1,unknown,yes
3376,47,management,married,tertiary,no,288,no,no,31,mar,193,1,181,success,yes
3378,26,management,single,tertiary,no,3,yes,yes,1,apr,149,1,350,success,yes
3379,50,technician,divorced,secondary,no,0,no,no,1,apr,280,1,184,success,yes
3383,45,technician,married,secondary,no,1348,no,yes,1,apr,358,2,-1,unknown,yes
3385,47,admin.,married,secondary,no,70,yes,no,5,apr,144,4,374,success,yes
3386,53,admin.,married,secondary,no,459,no,no,5,apr,558,1,-1,unknown,yes
3387,54,technician,married,secondary,no,2102,yes,no,5,apr,547,1,626,failure,yes
3388,19,student,single,secondary,no,394,no,no,5,apr,327,3,-1,unknown,yes
3390,39,management,divorced,tertiary,no,224,no,no,5,apr,208,1,-1,unknown,yes
3394,32,management,single,secondary,no,1088,yes,no,6,apr,317,1,363,success,yes
3395,33,self-employed,single,tertiary,no,562,yes,yes,6,apr,196,1,363,failure,yes
3396,33,management,single,tertiary,no,718,yes,no,6,apr,122,1,98,success,yes
3398,27,technician,single,tertiary,no,-67,yes,no,6,apr,604,3,236,failure,yes
3399,55,management,married,tertiary,no,3848,yes,no,8,apr,222,2,-1,unknown,yes
3400,36,management,single,tertiary,no,579,no,no,12,apr,481,1,-1,unknown,yes
3401,26,management,single,tertiary,no,1646,no,no,12,apr,524,4,206,success,yes
3402,31,admin.,married,secondary,no,1229,no,no,12,apr,176,1,-1,unknown,yes
3403,25,unemployed,single,primary,no,129,no,no,12,apr,176,3,-1,unknown,yes
3404,49,admin.,married,secondary,no,197,yes,no,13,apr,223,1,182,failure,yes
3406,32,management,single,tertiary,no,2016,no,no,13,apr,232,1,348,success,yes
3407,36,management,single,tertiary,no,436,no,no,13,apr,567,1,595,failure,yes
3408,38,management,married,tertiary,no,413,no,no,13,apr,240,1,179,failure,yes
3409,45,blue-collar,single,primary,no,116,no,no,13,apr,122,1,-1,unknown,yes
3411,23,student,single,secondary,no,107,no,no,13,apr,256,5,181,success,yes
3412,38,technician,married,secondary,no,497,no,no,14,apr,173,1,-1,unknown,yes
3413,44,services,married,primary,no,2557,yes,no,14,apr,250,1,181,success,yes
3416,26,technician,single,tertiary,no,1066,no,no,15,apr,200,1,-1,unknown,yes
3417,59,technician,married,secondary,no,1,no,no,15,apr,159,2,378,failure,yes
3418,30,management,single,tertiary,no,232,no,no,15,apr,141,1,-1,unknown,yes
3419,36,blue-collar,married,primary,no,1177,no,no,15,apr,330,1,311,success,yes
3420,39,technician,married,secondary,no,603,no,yes,15,apr,214,1,-1,unknown,yes
3421,24,management,single,tertiary,no,736,yes,no,15,apr,442,2,246,unknown,yes
3422,22,services,single,secondary,no,129,no,no,15,apr,218,2,181,success,yes
